0 4544200000 0 0 0 0 0 0 0.944 0 0 0 0 
1000000 4544196785.90474 943999.7774374 1.61600027241168e-018 1.11901232891437e-022 0 0 -0.00642819196980388 0.943999332311956 3.23200127194854e-024 3.3570382096392e-028 0 0 
2000000 4544187143.61028 1887998.21949628 6.46400545240423e-018 8.95211330609879e-022 0 0 -0.0128564012939805 0.943997329240528 6.46401126942286e-024 1.34281895255676e-027 0 0 
3000000 4544171073.09058 2831993.99078353 1.45440286283149e-017 3.02134649542036e-021 0 0 -0.0192846453271603 0.943993990763827 9.6960387180783e-024 3.02135640098936e-027 0 0 
4000000 4544148574.30227 3775985.75587684 2.5856091614255e-017 7.16173760467911e-021 0 0 -0.0257129414244889 0.943989316845365 1.29280923438293e-023 5.37133451030499e-027 0 0 
5000000 4544119647.1846 4719972.17931014 4.04002249504338e-017 1.3987837548917e-020 0 0 -0.0321413069418849 0.943983307434065 1.61601808729787e-023 8.39277896291729e-027 0 0 
6000000 4544084291.65946 5663951.92555896 5.81764679036119e-017 2.41711285705686e-020 0 0 -0.0385697592362975 0.943975962464247 1.9392313032348e-023 1.20857227803633e-026 0 0 
7000000 4544042507.63142 6607923.65902587 7.91848684676841e-017 3.83831296035617e-020 0 0 -0.0449983156659643 0.943967281855637 2.26244975494059e-023 1.64502063242718e-026 0 0 
8000000 4543994294.98764 7551886.04402584 1.03425483364392e-016 5.72954036139828e-020 0 0 -0.0514269935906691 0.943957265513357 2.58567431523989e-023 2.1486277297547e-026 0 0 
9000000 4543939653.59795 8495837.74477169 1.30898378044166e-016 8.15795649420345e-020 0 0 -0.0578558103719996 0.943945913327925 2.90890585704803e-023 2.71939907457673e-026 0 0 
10000000 4543878583.31482 9439777.42535944 1.61603626687099e-016 1.11907286645498e-019 0 0 -0.0642847833736052 0.943933225175254 3.23214525338402e-023 3.35734090588e-026 0 0 
11000000 4543811083.97334 10383703.7497537 1.95541312204044e-016 1.48950307844921e-019 0 0 -0.0707139299614553 0.943919200916643 3.55539337738347e-023 4.06246019726309e-026 0 0 
12000000 4543737155.39124 11327615.3817731 2.32711526237848e-016 1.93380441070738e-019 0 0 -0.077143267504097 0.94390384039878 3.87865110231166e-023 4.83476465714101e-026 0 0 
13000000 4543656797.36888 12271510.9850757 2.73114369164715e-016 2.45869579612551e-019 0 0 -0.0835728133729136 0.943887143453729 4.20191930157642e-023 5.67426272897134e-026 0 0 
14000000 4543570009.68926 13215389.2231442 3.16749950095691e-016 3.07089704870771e-019 0 0 -0.0900025849423825 0.943869109898934 4.52519884874115e-023 6.58096359150192e-026 0 0 
15000000 4543476792.11796 14159248.7592714 3.63618386878291e-016 3.77712893710854e-019 0 0 -0.0964325995903337 0.943849739537207 4.84849061753785e-023 7.5548771590402e-026 0 0 
16000000 4543377144.40325 15103088.2565458 4.13719806098245e-016 4.58411325820331e-019 0 0 -0.102862874698208 0.943829032156724 5.17179548188004e-023 8.59601408174416e-026 0 0 
17000000 4543271066.27595 16046906.3778366 4.67054343081381e-016 5.4985729106886e-019 0 0 -0.109293427651317 0.94380698753102 5.49511431587582e-023 9.7043857459349e-026 0 0 
18000000 4543158557.44953 16990701.7857792 5.23622141895635e-016 6.52723196871507e-019 0 0 -0.1157242758391 0.943783605418984 5.81844799384088e-023 1.08800042744309e-025 0 0 
19000000 4543039617.62007 17934473.1427607 5.83423355353191e-016 7.67681575555485e-019 0 0 -0.122155436655382 0.943758885564844 6.14179739031145e-023 1.21228825269037e-025 0 0 
20000000 4542914246.46621 18878219.110905 6.46458145012755e-016 8.95405091730553e-019 0 0 -0.128586927498638 0.943732827698172 6.46516338005742e-023 1.34330341002558e-025 0 0 
21000000 4542782443.64925 19821938.352058 7.1272668118195e-016 1.0365665496633e-018 0 0 -0.135018765772244 0.943705431533863 6.78854683809529e-023 1.48104733290199e-025 0 0 
22000000 4542644208.81305 20765629.5277737 7.82229142919857e-016 1.19183890065555e-018 0 0 -0.141450968884746 0.943676696772137 7.11194863970127e-023 1.62552152857796e-025 0 0 
23000000 4542499541.58406 21709291.2992985 8.54965718039668e-016 1.36189525042703e-018 0 0 -0.147883554250111 0.943646623098523 7.43536966042431e-023 1.77672757816125e-025 0 0 
24000000 4542348441.57133 22652922.3275572 9.30936603111482e-016 1.54740886650267e-018 0 0 -0.154316539287991 0.943615210183855 7.75881077609913e-023 1.93466713665549e-025 0 0 
25000000 4542190908.36645 23596521.2731381 1.01014200346523e-015 1.74905318560455e-018 0 0 -0.160749941423982 0.943582457684259 8.08227286285936e-023 2.09934193300877e-025 0 0 
26000000 4542026941.54363 24540086.7962781 1.09258213319374e-015 1.9675018210489e-018 0 0 -0.167183778089886 0.943548365241143 8.40575679715055e-023 2.2707537701645e-025 0 0 
27000000 4541856540.65962 25483617.5568483 1.17825721515588e-015 2.20342857014825e-018 0 0 -0.17361806672397 0.94351293248119 8.72926345574331e-023 2.44890452511442e-025 0 0 
28000000 4541679705.25372 26427112.214339 1.26716748097993e-015 2.45750742161902e-018 0 0 -0.180052824771223 0.943476159016341 9.0527937157464e-023 2.63379614895376e-025 0 0 
29000000 4541496434.8478 27370569.4278452 1.359313171067e-015 2.73041256299472e-018 0 0 -0.186488069683625 0.94343804444379 9.37634845461985e-023 2.82543066693868e-025 0 0 
30000000 4541306728.94625 28313987.8560516 1.4546945345946e-015 3.02281838804497e-018 0 0 -0.1929238189204 0.943398588345968 9.69992855018807e-023 3.02381017854582e-025 0 0 
31000000 4541110587.03602 29257366.1572181 1.55331182952037e-015 3.33539950420065e-018 0 0 -0.199360089948284 0.94335779029053 1.0023534880653e-022 3.2289368575341e-025 0 0 
32000000 4540908008.5866 30200702.9891646 1.65516532258592e-015 3.66883073998531e-018 0 0 -0.20579690024178 0.943315649830348 1.03471683246074e-022 3.44081295200871e-025 0 0 
33000000 4540698993.04996 31143997.0092567 1.76025528932076e-015 4.0237871524531e-018 0 0 -0.212234267283428 0.94327216650349 1.06708297610476e-022 3.65944078448731e-025 0 0 
34000000 4540483539.86061 32087246.8743906 1.86858201404649e-015 4.40094403463336e-018 0 0 -0.218672208564059 0.943227339833213 1.09945200693874e-022 3.88482275196842e-025 0 0 
35000000 4540261648.43558 33030451.2409783 1.98014578988094e-015 4.80097692298228e-018 0 0 -0.225110741583063 0.943181169327946 1.13182401294704e-022 4.11696132600205e-025 0 0 
